Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML,Dispositif,Exposé sommaire
CE1044,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  M. Rousset, Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1044,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001044.xml,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis. – Après l’article L. 427‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé : « Art. L. 427‑2‑1. – Toute personne, qu’elle soit ou non en activité et quelle que soit son activité professionnelle, peut devenir lieutenant de louveterie, sous réserve de satisfaire aux conditions d’engagement fixées par voie réglementaire. »","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, définit les conditions de recrutement des lieutenants de louveterie dans le cadre de la reconnaissance de leur statut de bénévole exerçant une mission de service public et d’intérêt général. En effet, dans un contexte de progression de la population de certaines espèces, notamment du loup, et de la recrudescence des dommages causés aux élevages, les interventions de régulation sont devenues un levier essentiel de protection des troupeaux. Ils sont également des acteurs majeurs face aux conséquences concernant les forêts, la sécurité routière, ou encore la biodiversité. Les lieutenants de louveterie jouent, à cet égard, un rôle central aux côtés des services de l’État, en assurant, sous l’autorité du préfet, relèvent de l’intérêt général et d’une mission de service public.Il est donc nécessaire de définir les conditions nécessaires pour garantir l’aptitude des candidats à l’exercice de ces fonctions (l’âge, la nationalité, la résidence, l’aptitude physique ou encore la compétence cynégétique…). Celles-ci seront déterminées par voie réglementaire. Il apparaît toutefois nécessaire aux rédacteurs de cet amendement d’inscrire ce renvoi à la voie réglementaire dans la loi sur le modèle de conditions de recrutement des sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑3 du code de la sécurité intérieure."
CE1045,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  M. Rousset, Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1045,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001045.xml,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis. – Après l’article L. 427‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2‑1. – Les missions ordonnées par l’autorité administrative compétente ouvrent droit à autorisation d’absence du lieutenant de louveterie pendant son temps de travail. Cette autorisation ne peut être refusée que si les nécessités du fonctionnement de l’entreprise ou du service public s’y opposent. Le refus est motivé, notifié à l’intéressé et transmis à l’autorité administrative compétente. ».","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, crée un droit à autorisation d’absence pour l’exercice des missions, sauf impératif de service.L’un des objectifs centraux de cette réforme statutaire est de garantir l’attractivité de la fonction, dans un contexte où les lieutenants de louveterie sont aujourd’hui insuffisamment nombreux pour faire face à la multiplication et à la diversification de leurs missions (régulation des espèces, protection des troupeaux, des forêts, sécurité routière, biodiversité, etc..).Par conséquent, il apparaît nécessaire d’élargir le vivier et permettre à des actifs d’accéder à cette fonction bénévole. Pour cela, il est donc indispensable de lever les obstacles pratiques liés à la compatibilité entre l’exercice professionnel et l’accomplissement des missions de louveterie. Ces missions, par nature imprévisibles dans leur survenance, requièrent une disponibilité qui peut se trouver en tension directe avec les obligations liées à un emploi.Le présent amendement vise à remédier à cette situation en instituant un droit à autorisation d’absence permettant aux lieutenants de louveterie salariés ou agents publics de s’absenter pour l’exercice de leurs missions, tout en préservant le droit de l’employeur de faire prévaloir un impératif de service lorsque les circonstances l’exigent. Cette rédaction s’inspire du modèle proposé aux sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑12 du code de la sécurité intérieure."
CE1046,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  M. Rousset, Mme Pantel, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brigand, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry, M. Vuibert et Mme Pochon",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1046,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001046.xml,"Après l’alinéa 11, insérer les deux alinéas suivants : « II bis – Après l’article L. 427‑2‑2 du code de l’environnement, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2-1. – Les lieutenants de louveterie peuvent conclure avec leur employeur une convention définissant les modalités de leur disponibilité pour les missions ordonnées par l’autorité administrative compétente. Cette convention veille à assurer la compatibilité de cette disponibilité avec les nécessités du fonctionnement de l’entreprise ou du service public ».","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologique, permet la conclusion d’une convention de disponibilité avec l’employeur, garantissant la compatibilité entre engagement volontaire et activité professionnelle.Certains lieutenants de louveterie exercent leurs fonctions à titre bénévole et disposent, pour la plupart, d’une activité professionnelle par ailleurs. L’accomplissement des missions ordonnées par l’autorité administrative peut dès lors se trouver en tension avec les obligations liées à leur emploi, constituant un frein pratique à l’exercice de leurs fonctions. Ce mécanisme conventionnel, souple et adapté à chaque situation, permet d’organiser la compatibilité entre les nécessités du fonctionnement de l’entreprise ou du service public et la disponibilité requise, tout en répondant à la recommandation n° 1 du rapport de l’Inspection générale de l’environnement et du développement durable (IGEDD) qui préconisait de faciliter l’aménagement du temps de travail des louvetiers en activité. Cette approche retient la voie de conventions conclues au cas par cas, plutôt qu’un cadre national contraignant, afin de préserver la souplesse nécessaire à l’adaptation aux réalités de chaque situation professionnelle.Au-delà de son utilité pratique, cette disposition poursuit un objectif d’attractivité de la fonction, attirant ainsi des actifs, pour faire face à la multiplication et à la diversification des missions confiées aux lieutenants de louveterie.Cette rédaction s’inspire du modèle proposé aux sapeurs-pompiers volontaires tel que précisé à l’article L. 723‑11 du code de la sécurité intérieure."
CE1047,,Adopté,Article 14,Première délibération,Roseren Xavier rapporteur pour avis au nom de la commission du développement durable et de l'aménagement du territoire,"  Mme Pantel, M. Rousset, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE1047,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N001047.xml,"Après l’alinéa 11, insérer les trois alinéas suivants :« II bis. – Après l’article L. 427‑2 du même code, il est inséré un article L. 427‑2‑1 ainsi rédigé :« Art. L. 427‑2‑1. – Par dérogation à l’article L. 312‑2‑1 du code de la sécurité intérieure, l’association nationale des lieutenants de louveterie et les associations régionales et départementales des lieutenants de louveterie sont autorisées à acquérir et à détenir des armes à feu, des munitions et de leurs éléments relevant de la catégorie C en vue de leur remise aux lieutenants de louveterie pour l’exercice de leurs fonctions et de leurs missions de gestion ou de régulation de la faune sauvage ordonnées par les préfets de département.« Les modalités d’application du présent article sont fixées par arrêté conjoint du ministre de l’intérieur et du ministre chargé de la chasse. ». »","Cet amendement permet de sécuriser juridiquement les lieutenants de louveterie en précisant le code de la Sécurité intérieure. Il est issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l’appui des Ministères de l’Agriculture et de la Transition écologiqueAujourd’hui, le cadre juridique actuel ne permet pas aux associations de lieutenants de louveterie de détenir et de mutualiser des armes et équipements de catégorie C, en raison des restrictions prévues par le code de la sécurité intérieure. Cette situation limite les possibilités d’organisation collective, crée des inégalités d’accès aux moyens matériels et peut nuire à l’efficacité des interventions.Le présent amendement propose ainsi d’introduire une dérogation encadrée permettant à ces associations d’acquérir et de détenir ce type d’équipements, exclusivement en vue de leur mise à disposition des lieutenants de louveterie dans le cadre de missions ordonnées par l’autorité administrative. Cette faculté est strictement limitée à l’exercice de missions de service public de régulation et s’inscrit dans un cadre contrôlé par l’État.Le renvoi à un arrêté conjoint des ministres compétents permettra de définir précisément les conditions d’acquisition, de détention, de mise à disposition et de contrôle de ces équipements, garantissant ainsi un équilibre entre impératif de sécurité publique et efficacité opérationnelle."
CE423,,Non renseigné,Après l'article 14,Première délibération,Le Gac Didier,"  M. Bothorel, Mme Liliana Tanguy, M. Molac, Mme Dubré-Chirat, Mme Le Meur, M. Le Fur, M. Jacques, M. Bouyx, M. Ray, Mme Firmin Le Bodo et M. Buchou",Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE423,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N000423.xml,,
CE56,,Non renseigné,Article 14,Première délibération,Bonnivard Émilie,,Affaires économiques,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-ECO/CE56,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419610B2632P0D1N000056.xml,,
CD10,,Adopté,Article 14,Première délibération,Pantel Sophie,"  M. Rousset, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, M. Roseren, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD10,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000010.xml,"Après l’alinéa 11, insérer les trois alinéas suivants :« II bis. – L’article L. 427‑1 du même code est ainsi rédigé :« « Art. L. 427‑1. – L’activité de lieutenant de louveterie repose sur le bénévolat. Elle n’est pas exercée à titre professionnel mais dans les conditions fixées par les articles L. 427‑1 à L. 427‑2‑7 du présent code et par les textes pris pour l’application de ces dispositions.« « Les lieutenants de louveterie sont nommés par l’autorité administrative et concourent sous son contrôle à la destruction des animaux mentionnés aux articles L. 427‑6 et L. 427‑8 ou ponctuellement aux opérations de régulation des animaux qu’elle a ordonnées. Les lieutenants de louveterie sont assermentés au titre de la police de la chasse, et sont de fait des agents dépositaires d’une mission de service publique de police. Ils sont consultés, en tant que de besoin, par l’autorité compétente, sur les problèmes posés par la gestion de la faune sauvage. ». »","Cet amendement, issu du travail transpartisan conduit dans le cadre de la proposition de loi visant à créer un statut pour les lieutenants de louveterie déposée le 24 juin 2025, avec l'appui des Ministères de l'Agriculture et de la Transition écologique, vise à consacrer dans la loi le statut et les missions des lieutenants de louveterie lorsqu’ils interviennent pour le compte de l’État, en les adaptant aux enjeux actuels de gestion de la faune sauvage, et en particulier à la montée des phénomènes de prédation.Dans un contexte de progression de la population de certaines espèces, notamment du loup, et de recrudescence des dommages causés aux élevages, les interventions de régulation sont devenues un levier essentiel de protection des troupeaux. À cet égard, les lieutenants de louveterie jouent un rôle central aux côtés des services de l’État, en assurant, sous l’autorité du préfet, des missions de régulation indispensables à la protection des troupeaux. Les louvetiers interviennent également pour la sécurité sur les routes, ou encore en zones urbaines pour prévenir des risques sanitaires liés à certaines espèces. Leur engagement s’inscrit dans un contexte de transformation des équilibres agro-sylvo-cynégétiques, marqué par une diminution du nombre de chasseurs et une augmentation des sollicitations des services de l’État. Face à ces évolutions, leurs missions se sont intensifiées, tant en fréquence qu’en technicité, sans que leur statut n’ait été pleinement adapté.Le présent amendement propose ainsi de reconnaître dans la loi le caractère bénévole de leur engagement, aujourd’hui prévu uniquement par voie réglementaire, tout en rappelant qu’ils concourent, sous le contrôle de l’autorité administrative, à une mission de service public et d'interêt général. Il précise également leur rôle dans la mise en œuvre des opérations de régulation et leur contribution à l’expertise territoriale en matière de gestion de la faune sauvage. De cette manière, cet amendement souhaite répondre aux enjeux d'attractivité de ces missions indispensables face à la hausse des besoins. En consacrant dans la loi des pratiques déjà existantes, notamment leur rattachement à l’autorité préfectorale, leur rôle opérationnel et leur participation aux politiques de régulation, cet amendement vise donc à renforcer la lisibilité et l’efficacité des dispositifs, notamment de lutte contre la prédation. Il permet également une pratique harmonisée niveau national."
CD109,,Non renseigné,Article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD109,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000109.xml,,
CD11,,Non renseigné,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, M. Rousset, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Armand, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, M. Fabrice Brun, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cordier, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, M. Roseren, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD11,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000011.xml,,
CD110,,Non renseigné,Après l'article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Markowsky, M. Marchio, M. Meurin, Mme Roullaud et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD110,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000110.xml,,
